subject_id,block_type,q2,q3,q4,q6,q9,q10,tab_key,session_id,total_damage_taken,total_shot_all,total_kill,total_death,total_shot_hit,total_engage,rocket_shot_hit,gun_shot_hit,self_kill,gender,race,trait_score,state_score,trust_score,mode_cluster,Age,Gender,Race,Education,Smote_frequently,Caffeine_Consumption,Q2_How long have you played games,Q3_how often do you currently play video games?,Q4_During the average week how many hours do you currently spend playing video games?,Q5_When you play video games how many hours do you usually spend playing,Q6_How skilled do you feel you are at playing video games,Q7_Please rate your experience playing video games on a scale of 1 (very inexperienced) to 7 (very experienced).,"Q8_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - First-person shooter","Q9_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Realistic military","Q10_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Driving or Racing","Q11_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Strategy","Q12_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Role-playing","Q13_Please rate each of the following game genres based on your preference, on a scale from 1 (Least Preferred) to 5 (Most Preferred). - Other",Q14_List the top 3 games you have played most frequently within the last 6 months - Top 1?,Q15_List the top 3 games you have played most frequently within the last 6 months - Top 2?,Q16_List the top 3 games you have played most frequently within the last 6 months - Top 3?,Q17_List any official gaming rankings that you currently have or have had in the past - Ranking,Q18_List any official gaming rankings that you currently have or have had in the past - Ranking,Q19_List any official gaming rankings that you currently have or have had in the past - Ranking,Q20,Q21_Do you currently play in a competitive gaming league?,Q22_Have you ever played in a competitive gaming league?,Q23_Have you recorded your number of wins?,Q24_How many wins?,Q25_Total number of competitions:,Q26_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. A. Stimulation,Q27_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. B. Strategy,Q28_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. C. Action,Q29_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. D. Role Playing,Q30_On a scale of 1 (never) to 4 (very often) indicate how often you have played the following genres of video games. E. Unclassified,Q2_What is the relationship between you and your teammate?,Q3_What is the relationship between you and opponent 1?,Q4_What is the relationship between you and opponent 2?
WERT,block_02,1,11,12,17,0,83,0,719e2eb0-4197-b167-41f9-8db24f75b605,1069.354951,148,1,5,25,20,2,23,0,Female,White/Caucasian,49.0,55.0,68,3,20,Female,White/Caucasian,Undergraduate,Rarely,Rarely,2-5 years,Once or twice a week,2-5 hours,2-5 hours,Not very skilled,3,3,1,4,2,5,4,Rhythm Games,Counter Strike 2,Grand Theft Auto 5,Guild Wars 2,Bronze 3, , ,No,No,No, , ,2,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
WERT,block_03,1,7,8,10,21,78,1,f85b8323-4ca7-ee3c-bb78-94b36cadb805,756.245847,179,1,2,26,23,1,25,0,Female,White/Caucasian,49.0,55.0,68,3,20,Female,White/Caucasian,Undergraduate,Rarely,Rarely,2-5 years,Once or twice a week,2-5 hours,2-5 hours,Not very skilled,3,3,1,4,2,5,4,Rhythm Games,Counter Strike 2,Grand Theft Auto 5,Guild Wars 2,Bronze 3, , ,No,No,No, , ,2,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
WERT,block_04,1,10,14,12,19,78,2,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,893.088124,120,0,1,17,19,2,15,0,Female,White/Caucasian,49.0,55.0,68,3,20,Female,White/Caucasian,Undergraduate,Rarely,Rarely,2-5 years,Once or twice a week,2-5 hours,2-5 hours,Not very skilled,3,3,1,4,2,5,4,Rhythm Games,Counter Strike 2,Grand Theft Auto 5,Guild Wars 2,Bronze 3, , ,No,No,No, , ,2,1,4,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XCVH,block_01,1,11,13,14,80,83,3,1263e8ef-4b1f-9a88-a07b-85971cac44ab,408.148347,65,9,5,33,16,0,33,0,Male,Asian,55.0,28.0,80,2,28,Male,Asian,Graduate,Never,Every day,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,4,2,2,4,4,2,5,Sports based games like Fifa or Rocket League,Rocket League,GTA,Web based games,Rocket League Diamond 1, , ,No,No,Yes,1000+,0,4,3,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XCVH,block_02,1,13,11,15,50,87,7,6ee85647-4297-186c-24fa-c4970441459c,498.160992,93,9,7,32,19,5,27,0,Male,Asian,55.0,28.0,80,2,28,Male,Asian,Graduate,Never,Every day,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,4,2,2,4,4,2,5,Sports based games like Fifa or Rocket League,Rocket League,GTA,Web based games,Rocket League Diamond 1, , ,No,No,Yes,1000+,0,4,3,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XCVH,block_03,1,12,13,14,73,87,5,b8103d26-48b2-edb7-9cf6-febff2e0b27b,488.310295,79,10,4,35,19,2,33,0,Male,Asian,55.0,28.0,80,2,28,Male,Asian,Graduate,Never,Every day,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,4,2,2,4,4,2,5,Sports based games like Fifa or Rocket League,Rocket League,GTA,Web based games,Rocket League Diamond 1, , ,No,No,Yes,1000+,0,4,3,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XCVH,block_04,1,13,11,12,70,83,5,7dcb719f-46a8-2478-bac5-4da70d64241f,383.15431,47,8,3,23,15,3,20,0,Male,Asian,55.0,28.0,80,2,28,Male,Asian,Graduate,Never,Every day,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Moderately skilled,4,2,2,4,4,2,5,Sports based games like Fifa or Rocket League,Rocket League,GTA,Web based games,Rocket League Diamond 1, , ,No,No,Yes,1000+,0,4,3,3,1,1,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XUYP,block_01,3,9,14,12,65,100,0,6c8bd420-4c9d-706d-8454-94b39efeea8c,210.66205,17,0,2,0,6,0,0,0,Female,Asian,47.0,34.0,97,3,25,Female,Asian,Graduate,Never,Rarely,5-10 years,1-3 times a month,2-5 hours,2-5 hours,Moderately skilled,4,3,2,5,5,3, , ,Online Catan,Counter Strike,Age of Empires , , , ,No,No,No, , ,2,3,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.
XUYP,block_02,3,14,18,18,20,98,0,d108dce9-483b-883f-c89d-ccb85c4b4452,441.56894,57,1,6,4,10,0,4,0,Female,Asian,47.0,34.0,97,3,25,Female,Asian,Graduate,Never,Rarely,5-10 years,1-3 times a month,2-5 hours,2-5 hours,Moderately skilled,4,3,2,5,5,3, , ,Online Catan,Counter Strike,Age of Empires , , , ,No,No,No, , ,2,3,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.
XUYP,block_03,3,12,17,16,26,100,0,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,535.287536,59,1,7,3,11,1,2,0,Female,Asian,47.0,34.0,97,3,25,Female,Asian,Graduate,Never,Rarely,5-10 years,1-3 times a month,2-5 hours,2-5 hours,Moderately skilled,4,3,2,5,5,3, , ,Online Catan,Counter Strike,Age of Empires , , , ,No,No,No, , ,2,3,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.
XUYP,block_04,3,18,17,15,45,100,0,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,804.004861,109,0,11,4,11,1,3,0,Female,Asian,47.0,34.0,97,3,25,Female,Asian,Graduate,Never,Rarely,5-10 years,1-3 times a month,2-5 hours,2-5 hours,Moderately skilled,4,3,2,5,5,3, , ,Online Catan,Counter Strike,Age of Empires , , , ,No,No,No, , ,2,3,3,1,3,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a friend. I know this person well and like them.
XZPT,block_01,4,12,9,15,66,45,6,ab54cf6b-4602-187d-4dbf-308f2571bdbb,720.0,189,8,9,44,22,1,43,0,Male,Black/African-American,21.0,20.0,93,1,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,7,3,3,3,5,4,5,fighting,super smash bros. ultimate,WMMA5 ,Toribash,Champ 1 (Rocket League),Bronze (Rainbow Six Seige),Blue Belt (Toribash),No,Yes,Yes,8,12,4,3,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XZPT,block_02,4,15,14,18,1,50,29,69d133a0-4a25-7ea2-81fb-2883be8d8185,1187.023326,187,1,6,19,25,4,15,0,Male,Black/African-American,21.0,20.0,93,1,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,7,3,3,3,5,4,5,fighting,super smash bros. ultimate,WMMA5 ,Toribash,Champ 1 (Rocket League),Bronze (Rainbow Six Seige),Blue Belt (Toribash),No,Yes,Yes,8,12,4,3,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XZPT,block_03,4,15,14,19,37,34,11,3ff660ba-4d88-cf89-379c-6fa45712769a,1084.30184,226,0,5,42,29,5,37,0,Male,Black/African-American,21.0,20.0,93,1,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,7,3,3,3,5,4,5,fighting,super smash bros. ultimate,WMMA5 ,Toribash,Champ 1 (Rocket League),Bronze (Rainbow Six Seige),Blue Belt (Toribash),No,Yes,Yes,8,12,4,3,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
XZPT,block_04,4,16,15,16,65,51,18,87069e81-4953-3251-444b-88a144ec20b5,1268.187388,266,11,11,76,29,8,68,0,Male,Black/African-American,21.0,20.0,93,1,19,Male,Black/African-American,GED,Never,Rarely,10 or more years,Once or twice a week,2-5 hours,Less than 2 hours,Moderately skilled,7,3,3,3,5,4,5,fighting,super smash bros. ultimate,WMMA5 ,Toribash,Champ 1 (Rocket League),Bronze (Rainbow Six Seige),Blue Belt (Toribash),No,Yes,Yes,8,12,4,3,3,2,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZRTY,block_01,2,10,9,9,100,100,0,6a0b7489-4997-a37e-d69c-38ab276c14cd,467.663204,265,12,2,62,26,10,52,0,Male,Asian,21.0,20.0,87,1,25,Male,Asian,Undergraduate,Never,A few times per week,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,5,4,5,5,5,Action-RPG,Action RPG,JRPG,Third/First-Person shooter, , , ,Yes,Yes,Yes, ,10+,2,3,4,4,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZRTY,block_02,2,11,11,11,100,100,0,95b311f5-4446-507a-907e-07b9160fc694,710.258485,306,10,4,62,28,3,59,0,Male,Asian,21.0,20.0,87,1,25,Male,Asian,Undergraduate,Never,A few times per week,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,5,4,5,5,5,Action-RPG,Action RPG,JRPG,Third/First-Person shooter, , , ,Yes,Yes,Yes, ,10+,2,3,4,4,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZRTY,block_03,2,11,10,10,100,100,0,15f350b5-46bc-916a-4e48-529cd8813848,755.5513656,217,12,2,64,29,14,50,0,Male,Asian,21.0,20.0,87,1,25,Male,Asian,Undergraduate,Never,A few times per week,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,5,4,5,5,5,Action-RPG,Action RPG,JRPG,Third/First-Person shooter, , , ,Yes,Yes,Yes, ,10+,2,3,4,4,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZRTY,block_04,2,11,10,10,100,100,5,01c80c4d-46c8-45f5-d583-0281844f2f5d,890.5250498,244,12,6,73,29,8,65,0,Male,Asian,21.0,20.0,87,1,25,Male,Asian,Undergraduate,Never,A few times per week,10 or more years,Almost every day,More than 20 hours,2-5 hours,Moderately skilled,6,5,5,4,5,5,5,Action-RPG,Action RPG,JRPG,Third/First-Person shooter, , , ,Yes,Yes,Yes, ,10+,2,3,4,4,4,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXCV,block_01,4,4,4,7,34,50,3,c5bb93cd-4cce-11d8-6d58-2e9e469acb71,811.419734,165,1,1,38,23,6,32,0,Male,Black/African-American,48.0,51.0,84,2,19,Male,Black/African-American,GED,Rarely,A few times per month,5-10 years,Once or twice a week,2-5 hours,2-5 hours,Moderately skilled,5,5,3,4,3,2,4,Sports,Rocket league,Fortnite,Halo infinite,Platinum 2 ,Silver 1, ,No,No,Yes,6,0,3,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXCV,block_02,2,6,6,12,66,66,1,719e2eb0-4197-b167-41f9-8db24f75b605,1235.726949,123,2,3,26,21,6,20,0,Male,Black/African-American,48.0,51.0,84,2,19,Male,Black/African-American,GED,Rarely,A few times per month,5-10 years,Once or twice a week,2-5 hours,2-5 hours,Moderately skilled,5,5,3,4,3,2,4,Sports,Rocket league,Fortnite,Halo infinite,Platinum 2 ,Silver 1, ,No,No,Yes,6,0,3,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXCV,block_03,4,11,13,13,33,50,1,f85b8323-4ca7-ee3c-bb78-94b36cadb805,1027.334252,97,2,4,28,26,6,22,0,Male,Black/African-American,48.0,51.0,84,2,19,Male,Black/African-American,GED,Rarely,A few times per month,5-10 years,Once or twice a week,2-5 hours,2-5 hours,Moderately skilled,5,5,3,4,3,2,4,Sports,Rocket league,Fortnite,Halo infinite,Platinum 2 ,Silver 1, ,No,No,Yes,6,0,3,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXCV,block_04,4,12,10,11,79,70,1,0538e108-4c09-5ff7-ab2b-959e4a36ad6b,774.068455,183,3,0,59,24,7,52,0,Male,Black/African-American,48.0,51.0,84,2,19,Male,Black/African-American,GED,Rarely,A few times per month,5-10 years,Once or twice a week,2-5 hours,2-5 hours,Moderately skilled,5,5,3,4,3,2,4,Sports,Rocket league,Fortnite,Halo infinite,Platinum 2 ,Silver 1, ,No,No,Yes,6,0,3,1,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXWE,block_01,4,10,5,7,79,75,3,6c8bd420-4c9d-706d-8454-94b39efeea8c,468.105682,73,8,4,34,14,4,30,0,Male,Asian,63.0,29.0,119,1,19,Male,Asian,GED,Never,Rarely,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Not very skilled,5,4,1,3,4,1,2,Fighting Games,Valorant,Counter-Stike 2,Fortnite,Diamond ,DMG,Elite,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXWE,block_02,4,5,5,4,89,91,7,d108dce9-483b-883f-c89d-ccb85c4b4452,571.0009,178,20,5,79,26,10,69,0,Male,Asian,63.0,29.0,119,1,19,Male,Asian,GED,Never,Rarely,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Not very skilled,5,4,1,3,4,1,2,Fighting Games,Valorant,Counter-Stike 2,Fortnite,Diamond ,DMG,Elite,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXWE,block_03,4,9,11,9,88,91,9,b6fe0b45-4b33-78f5-6ba6-31bd4383eb57,559.459745,108,16,6,46,21,9,37,0,Male,Asian,63.0,29.0,119,1,19,Male,Asian,GED,Never,Rarely,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Not very skilled,5,4,1,3,4,1,2,Fighting Games,Valorant,Counter-Stike 2,Fortnite,Diamond ,DMG,Elite,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZXWE,block_04,4,6,4,10,93,89,28,f916980f-4c87-8c5d-4e73-9e8eb6e76bc1,712.908842,162,18,7,69,28,7,62,0,Male,Asian,63.0,29.0,119,1,19,Male,Asian,GED,Never,Rarely,5-10 years,Almost every day,2-5 hours,Less than 2 hours,Not very skilled,5,4,1,3,4,1,2,Fighting Games,Valorant,Counter-Stike 2,Fortnite,Diamond ,DMG,Elite,No,No,No, , ,2,2,4,1,2,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.,This person is a stranger. I am meeting them for the 1st time today.
ZYXW,block_01,4,15,14,15,36,60,7,9d7674db-4299-49f2-09ce-408ffebe1332,856.348993,96,5,10,32,21,10,22,0,Male,White/Caucasian,,,94,1,21,Male,White/Caucasian,Undergraduate,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,4,5,3,4,1,5,sports,Rocket League,League of Legends,Valorant,top 500 (rocket league 1v1),Silver,Silver,Yes,Yes,Yes,23,5,2,1,3,1,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
ZYXW,block_02,4,8,19,6,20,32,13,ff9c203a-415a-f596-d37a-289a55618e1a,1200.748723,64,2,8,18,25,12,6,0,Male,White/Caucasian,,,94,1,21,Male,White/Caucasian,Undergraduate,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,4,5,3,4,1,5,sports,Rocket League,League of Legends,Valorant,top 500 (rocket league 1v1),Silver,Silver,Yes,Yes,Yes,23,5,2,1,3,1,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
ZYXW,block_03,4,12,10,13,15,23,8,da70cd6f-44d0-f518-f635-5fa866148670,1003.597517,97,4,4,27,27,8,19,0,Male,White/Caucasian,,,94,1,21,Male,White/Caucasian,Undergraduate,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,4,5,3,4,1,5,sports,Rocket League,League of Legends,Valorant,top 500 (rocket league 1v1),Silver,Silver,Yes,Yes,Yes,23,5,2,1,3,1,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
ZYXW,block_04,4,13,13,15,60,38,9,f8e91c5d-40a0-bbcd-4b3f-869dc7f8073a,999.607146,133,9,10,50,26,7,43,0,Male,White/Caucasian,,,94,1,21,Male,White/Caucasian,Undergraduate,Never,Never,5-10 years,Almost every day,10-15 hours,2-5 hours,Moderately skilled,5,4,5,3,4,1,5,sports,Rocket League,League of Legends,Valorant,top 500 (rocket league 1v1),Silver,Silver,Yes,Yes,Yes,23,5,2,1,3,1,2,This person is an acquaintance. I have spoken to this person before but do not know them well.,This person is a friend. I know this person well and like them.,This person is a stranger. I am meeting them for the 1st time today.
